0	0	11	0.72839	0.067046	0.045528
0	0	12	0.72871	0.067073	0.13641
0	0	13	0.72861	0.067121	0.2275
0	0	14	0.72856	0.067114	0.31842
0	0	15	0.72874	0.067149	0.40946
0	0	16	0.72877	0.067164	0.50049
0	0	17	0.72857	0.067165	0.59158
0	0	18	0.7286	0.067213	0.68273
0	0	19	0.7287	0.067231	0.77407
0	0	20	0.72867	0.067254	0.86606
0	0	21	0.72866	0.067287	0.96949
0	1	11	0.72858	0.15565	0.045627
0	1	12	0.72866	0.15571	0.13645
0	1	13	0.72852	0.15571	0.22748
0	1	14	0.72864	0.15573	0.31847
0	1	15	0.72849	0.15576	0.40951
0	1	16	0.72858	0.15579	0.50053
0	1	17	0.72858	0.15584	0.5916
0	1	18	0.72859	0.15585	0.68275
0	1	19	0.72855	0.15588	0.7741
0	1	20	0.72862	0.15592	0.8661
0	1	21	0.7286	0.15593	0.96953
0	2	11	0.7285	0.2534	0.045773
0	2	12	0.72866	0.25348	0.1364
0	2	13	0.72858	0.25349	0.22754
0	2	14	0.72859	0.25352	0.31855
0	2	15	0.72852	0.25353	0.40949
0	2	16	0.72855	0.25357	0.50053
0	2	17	0.72865	0.25354	0.59157
0	2	18	0.72855	0.25363	0.68274
0	2	19	0.72857	0.25363	0.77412
0	2	20	0.72858	0.25365	0.86611
0	2	21	0.72858	0.25366	0.96957
0	3	11	0.72852	0.35248	0.045978
0	3	12	0.72869	0.35254	0.13634
0	3	13	0.72857	0.35253	0.22755
0	3	14	0.72862	0.35257	0.3185
0	3	15	0.7286	0.35259	0.40951
0	3	16	0.72853	0.3526	0.50054
0	3	17	0.72859	0.35263	0.59163
0	3	18	0.72857	0.35265	0.68279
0	3	19	0.72856	0.35266	0.77414
0	3	20	0.7286	0.35267	0.86613
0	3	21	0.7286	0.35268	0.96958
0	4	11	0.72851	0.45197	0.046179
0	4	12	0.72871	0.45201	0.1363
0	4	13	0.72855	0.45201	0.22757
0	4	14	0.72856	0.45204	0.31855
0	4	15	0.72852	0.45206	0.40956
0	4	16	0.72854	0.45208	0.50057
0	4	17	0.72857	0.4521	0.59163
0	4	18	0.72857	0.45211	0.6828
0	4	19	0.72854	0.45212	0.77416
0	4	20	0.72854	0.45211	0.86615
0	4	21	0.72858	0.45214	0.96959
0	5	11	0.72847	0.55166	0.046408
0	5	12	0.72871	0.55172	0.13627
0	5	13	0.72857	0.55169	0.22758
0	5	14	0.72856	0.55172	0.31857
0	5	15	0.72857	0.55174	0.40956
0	5	16	0.72853	0.55174	0.50059
0	5	17	0.72852	0.55175	0.59165
0	5	18	0.72857	0.55176	0.68281
0	5	19	0.72857	0.55177	0.77417
0	5	20	0.72859	0.55177	0.86614
0	5	21	0.7286	0.5518	0.9696
0	6	11	0.7285	0.65143	0.046585
0	6	12	0.72867	0.65146	0.13627
0	6	13	0.72859	0.65148	0.2276
0	6	14	0.72862	0.65149	0.31858
0	6	15	0.72858	0.65151	0.40956
0	6	16	0.72856	0.65151	0.50058
0	6	17	0.72857	0.65152	0.59166
0	6	18	0.72859	0.65153	0.68281
0	6	19	0.72856	0.65152	0.77417
0	6	20	0.72859	0.65155	0.86614
0	6	21	0.72856	0.65155	0.96961
0	7	11	0.72854	0.75131	0.046695
0	7	12	0.72863	0.75131	0.1363
0	7	13	0.72856	0.75134	0.2276
0	7	14	0.72856	0.75132	0.31857
0	7	15	0.72857	0.75134	0.40957
0	7	16	0.72858	0.75133	0.50059
0	7	17	0.72856	0.75134	0.59166
0	7	18	0.72858	0.75134	0.68281
0	7	19	0.72859	0.75134	0.77417
0	7	20	0.7286	0.75137	0.86616
0	7	21	0.72857	0.75135	0.96961
0	8	11	0.7286	0.85132	0.046726
0	8	12	0.72856	0.8513	0.13635
0	8	13	0.72861	0.85129	0.2276
0	8	14	0.72862	0.85127	0.31859
0	8	15	0.7286	0.85123	0.40957
0	8	16	0.72858	0.85122	0.50059
0	8	17	0.7286	0.85123	0.59165
0	8	18	0.72863	0.85121	0.68282
0	8	19	0.7286	0.85122	0.77417
0	8	20	0.72859	0.85122	0.86615
0	8	21	0.72861	0.85121	0.96961
0	9	11	0.72856	0.95017	0.046166
0	9	12	0.72854	0.94947	0.13649
0	9	13	0.72854	0.94962	0.22763
0	9	14	0.72852	0.94973	0.31859
0	9	15	0.7285	0.94981	0.40958
0	9	16	0.72852	0.94993	0.5006
0	9	17	0.72853	0.95	0.59166
0	9	18	0.7285	0.95006	0.68281
0	9	19	0.7285	0.95013	0.77417
0	9	20	0.72852	0.95017	0.86615
0	9	21	0.72853	0.9502	0.9696
1	0	11	1.2605	0.066781	0.045549
1	0	12	1.2605	0.066818	0.13645
1	0	13	1.2606	0.066815	0.22746
1	0	14	1.2606	0.06686	0.31846
1	0	15	1.2607	0.066878	0.40946
1	0	16	1.2606	0.066899	0.50049
1	0	17	1.2607	0.066926	0.59156
1	0	18	1.2606	0.066938	0.68273
1	0	19	1.2606	0.066968	0.77409
1	0	20	1.2606	0.066992	0.86608
1	0	21	1.2607	0.067018	0.96952
1	1	11	1.2604	0.15559	0.045791
1	1	12	1.2607	0.15566	0.13636
1	1	13	1.2605	0.15564	0.2275
1	1	14	1.2604	0.15568	0.31848
1	1	15	1.2605	0.15573	0.40948
1	1	16	1.2605	0.15574	0.50051
1	1	17	1.2605	0.15578	0.59159
1	1	18	1.2605	0.1558	0.68275
1	1	19	1.2605	0.15582	0.7741
1	1	20	1.2606	0.15586	0.86609
1	1	21	1.2605	0.15589	0.96955
1	2	11	1.2603	0.25338	0.046125
1	2	12	1.2607	0.25346	0.13626
1	2	13	1.2604	0.25346	0.22753
1	2	14	1.2605	0.25349	0.31851
1	2	15	1.2604	0.25353	0.40951
1	2	16	1.2604	0.25354	0.50054
1	2	17	1.2605	0.25356	0.59161
1	2	18	1.2605	0.25359	0.68276
1	2	19	1.2604	0.25361	0.77413
1	2	20	1.2604	0.25363	0.86611
1	2	21	1.2605	0.25365	0.96957
1	3	11	1.2603	0.35246	0.046454
1	3	12	1.2606	0.35252	0.13619
1	3	13	1.2605	0.35253	0.22754
1	3	14	1.2604	0.35256	0.31853
1	3	15	1.2604	0.35258	0.40953
1	3	16	1.2604	0.35259	0.50055
1	3	17	1.2604	0.35262	0.59162
1	3	18	1.2604	0.35264	0.68279
1	3	19	1.2604	0.35265	0.77414
1	3	20	1.2604	0.35267	0.86613
1	3	21	1.2604	0.35268	0.96959
1	4	11	1.2604	0.45197	0.04673
1	4	12	1.2606	0.452	0.13618
1	4	13	1.2605	0.45202	0.22757
1	4	14	1.2605	0.45204	0.31855
1	4	15	1.2604	0.45206	0.40955
1	4	16	1.2604	0.45208	0.50057
1	4	17	1.2604	0.45209	0.59164
1	4	18	1.2605	0.4521	0.6828
1	4	19	1.2604	0.45212	0.77416
1	4	20	1.2604	0.45213	0.86614
1	4	21	1.2605	0.45214	0.9696
1	5	11	1.2606	0.55168	0.046945
1	5	12	1.2605	0.55171	0.13621
1	5	13	1.2605	0.55172	0.22758
1	5	14	1.2605	0.55173	0.31856
1	5	15	1.2605	0.55173	0.40956
1	5	16	1.2605	0.55175	0.50058
1	5	17	1.2605	0.55175	0.59165
