2 2 2 2 2 2 5.57633e-18 
2 2 2 2 2 4 3.49121e-18 
2 2 2 2 2 8 9.23456e-19 
2 2 2 2 2 16 1.53134e-19 
2 2 2 2 4 4 2.13177e-18 
2 2 2 2 4 8 4.8356e-19 
2 2 2 2 4 16 8.42459e-20 
2 2 2 2 8 8 8.97668e-20 
2 2 2 2 8 16 1.01367e-20 
2 2 2 2 16 16 6.29813e-22 
2 2 2 4 4 4 1.56261e-18 
2 2 2 4 4 8 4.64612e-19 
2 2 2 4 4 16 8.52567e-20 
2 2 2 4 8 8 1.24409e-19 
2 2 2 4 8 16 1.9285e-20 
2 2 2 4 16 16 1.70928e-21 
2 2 2 8 8 8 5.08445e-20 
2 2 2 8 8 16 1.0994e-20 
2 2 2 8 16 16 2.00515e-21 
2 2 2 16 16 16 6.69867e-22 
2 2 4 2 2 2 3.49183e-18 
2 2 4 2 2 4 3.11399e-18 
2 2 4 2 2 8 1.19379e-18 
2 2 4 2 2 16 2.39439e-19 
2 2 4 2 4 4 2.5244e-18 
2 2 4 2 4 8 8.50395e-19 
2 2 4 2 4 16 1.60999e-19 
2 2 4 2 8 8 1.96246e-19 
2 2 4 2 8 16 2.66145e-20 
2 2 4 2 16 16 2.03512e-21 
2 2 4 4 4 4 2.36778e-18 
2 2 4 4 4 8 8.97369e-19 
2 2 4 4 4 16 1.87512e-19 
2 2 4 4 8 8 3.01128e-19 
2 2 4 4 8 16 5.34831e-20 
2 2 4 4 16 16 5.61206e-21 
2 2 4 8 8 8 1.44208e-19 
2 2 4 8 8 16 3.41403e-20 
2 2 4 8 16 16 6.88137e-21 
2 2 4 16 16 16 2.43729e-21 
2 2 8 2 2 2 9.2344e-19 
2 2 8 2 2 4 1.19379e-18 
2 2 8 2 2 8 1.17112e-18 
2 2 8 2 2 16 5.0387e-19 
2 2 8 2 4 4 1.10967e-18 
2 2 8 2 4 8 7.39436e-19 
2 2 8 2 4 16 2.87145e-19 
2 2 8 2 8 8 1.92435e-19 
2 2 8 2 8 16 4.28016e-20 
2 2 8 2 16 16 4.26939e-21 
2 2 8 4 4 4 1.29389e-18 
2 2 8 4 4 8 8.18154e-19 
2 2 8 4 4 16 3.11918e-19 
2 2 8 4 8 8 3.37992e-19 
2 2 8 4 8 16 8.99412e-20 
2 2 8 4 16 16 1.21928e-20 
2 2 8 8 8 8 2.09692e-19 
2 2 8 8 8 16 6.60267e-20 
2 2 8 8 16 16 1.65844e-20 
2 2 8 16 16 16 6.9193e-21 
2 2 16 2 2 2 1.53127e-19 
2 2 16 2 2 4 2.39439e-19 
2 2 16 2 2 8 5.03888e-19 
2 2 16 2 2 16 6.50679e-19 
2 2 16 2 4 4 2.29921e-19 
2 2 16 2 4 8 2.91003e-19 
2 2 16 2 4 16 3.55369e-19 
2 2 16 2 8 8 6.6934e-20 
2 2 16 2 8 16 4.08929e-20 
2 2 16 2 16 16 3.88925e-21 
2 2 16 4 4 4 3.06684e-19 
2 2 16 4 4 8 3.25018e-19 
2 2 16 4 4 16 3.7313e-19 
2 2 16 4 8 8 1.37252e-19 
2 2 16 4 8 16 8.69287e-20 
2 2 16 4 16 16 1.17247e-20 
2 2 16 8 8 8 1.10477e-19 
2 2 16 8 8 16 6.36906e-20 
2 2 16 8 16 16 1.86047e-20 
2 2 16 16 16 16 1.01877e-20 
2 4 4 2 2 2 2.13177e-18 
2 4 4 2 2 4 2.5244e-18 
2 4 4 2 2 8 1.10964e-18 
2 4 4 2 2 16 2.29931e-19 
2 4 4 2 4 4 2.9266e-18 
2 4 4 2 4 8 1.24933e-18 
2 4 4 2 4 16 2.58838e-19 
2 4 4 2 8 8 4.2374e-19 
2 4 4 2 8 16 6.85066e-20 
2 4 4 2 16 16 6.56223e-21 
2 4 4 4 4 4 3.59513e-18 
2 4 4 4 4 8 1.67665e-18 
2 4 4 4 4 16 3.81296e-19 
2 4 4 4 8 8 7.25601e-19 
2 4 4 4 8 16 1.465e-19 
2 4 4 4 16 16 1.83974e-20 
2 4 4 8 8 8 4.09509e-19 
2 4 4 8 8 16 1.057e-19 
2 4 4 8 16 16 2.36066e-20 
2 4 4 16 16 16 8.86924e-21 
2 4 8 2 2 2 5.26007e-19 
2 4 8 2 2 4 8.50394e-19 
2 4 8 2 2 8 7.39436e-19 
2 4 8 2 2 16 2.91003e-19 
2 4 8 2 4 4 1.24936e-18 
2 4 8 2 4 8 9.12438e-19 
2 4 8 2 4 16 3.33841e-19 
2 4 8 2 8 8 4.12362e-19 
2 4 8 2 8 16 1.02744e-19 
2 4 8 2 16 16 1.37076e-20 
2 4 8 4 4 4 1.94427e-18 
2 4 8 4 4 8 1.40473e-18 
2 4 8 4 4 16 5.14713e-19 
2 4 8 4 8 8 8.09022e-19 
2 4 8 4 8 16 2.34544e-19 
2 4 8 4 16 16 3.98312e-20 
2 4 8 8 8 8 5.96235e-19 
2 4 8 8 8 16 2.01401e-19 
2 4 8 8 16 16 5.68235e-20 
2 4 8 16 16 16 2.51914e-20 
2 4 16 2 2 2 8.42434e-20 
2 4 16 2 2 4 1.60998e-19 
2 4 16 2 2 8 2.87145e-19 
2 4 16 2 2 16 3.55369e-19 
2 4 16 2 4 4 2.5883e-19 
2 4 16 2 4 8 3.33841e-19 
2 4 16 2 4 16 3.84508e-19 
2 4 16 2 8 8 1.48274e-19 
2 4 16 2 8 16 9.31726e-20 
2 4 16 2 16 16 1.25973e-20 
2 4 16 4 4 4 4.60086e-19 
2 4 16 4 4 8 5.277e-19 
2 4 16 4 4 16 5.66321e-19 
2 4 16 4 8 8 3.32961e-19 
