2.71335e-26 4.14764e-25 5.05005e-24 2.31745e-23 
1.07774e-25 1.63621e-24 1.99256e-23 9.13947e-23 
4.07003e-25 6.20623e-24 7.3954e-23 3.45815e-22 
1.29849e-24 1.92554e-23 2.44177e-22 1.14425e-21 
4.24575e-25 6.39537e-24 7.79061e-23 3.57211e-22 
1.58688e-24 2.42384e-23 2.94296e-22 1.35218e-21 
5.04338e-24 7.49074e-23 9.50499e-22 4.46203e-21 
5.91269e-24 8.83305e-23 1.07815e-21 4.94509e-21 
1.76253e-23 2.69262e-22 3.4145e-21 1.62169e-20 
4.81033e-23 7.17525e-22 8.05947e-21 4.45789e-20 
1.65911e-24 2.4293e-25 3.50477e-24 4.34559e-23 
6.1359e-24 9.49536e-25 1.37e-23 1.69169e-22 
1.9507e-23 3.46708e-24 5.00013e-23 5.57441e-22 
2.29056e-23 3.63048e-24 5.23394e-23 6.44086e-22 
6.81165e-23 1.32325e-23 1.90864e-22 2.35315e-21 
1.86185e-22 4.45138e-23 6.39009e-22 7.78608e-21 
8.06971e-23 1.35857e-23 5.8768e-27 9.26778e-26 
2.56339e-22 4.95595e-23 2.31391e-26 3.64907e-25 
6.51364e-22 1.6561e-22 9.1495e-26 1.44289e-24 
1.46896e-21 5.12801e-22 3.63342e-25 1.19678e-26 
