4.89678e-17 3.04731e-17 1.27538e-17 2.01319e-17 8.35062e-18 2.89459e-18 1.99124e-17 1.04518e-17 5.76414e-18 4.98237e-18 
3.04731e-17 1.89292e-17 8.09572e-18 1.20358e-17 5.6944e-18 1.89881e-18 1.23813e-17 6.83741e-18 3.61844e-18 3.34858e-18 
1.27538e-17 8.09572e-18 1.64361e-27 5.41914e-18 2.34792e-18 8.46059e-19 5.69252e-18 3.07995e-18 1.75464e-18 1.50028e-18 
2.01319e-17 1.20358e-17 5.41914e-18 9.67608e-18 3.81603e-18 1.34124e-18 8.49294e-18 4.84989e-18 2.70658e-18 2.32373e-18 
8.35062e-18 5.6944e-18 2.34792e-18 3.81603e-18 1.76598e-18 6.12681e-19 3.71867e-18 2.14151e-18 1.25514e-18 1.12313e-18 
2.89459e-18 1.89881e-18 8.46059e-19 1.34124e-18 6.12681e-19 2.35892e-19 1.47344e-18 8.10607e-19 4.71006e-19 4.37694e-19 
1.99124e-17 1.23813e-17 5.69252e-18 8.49294e-18 3.71867e-18 1.47344e-18 8.60708e-18 4.76583e-18 2.82839e-18 2.45078e-18 
1.04518e-17 6.83741e-18 3.07995e-18 4.84989e-18 2.14151e-18 8.10607e-19 4.76583e-18 2.86965e-18 1.63886e-18 1.51181e-18 
5.76414e-18 3.61844e-18 1.75464e-18 2.70658e-18 1.25514e-18 4.71006e-19 2.82839e-18 1.63886e-18 9.97467e-19 9.19045e-19 
4.98237e-18 3.34858e-18 1.50028e-18 2.32373e-18 1.12313e-18 4.37694e-19 2.45078e-18 1.51181e-18 9.19045e-19 8.41641e-19 
