5.65154e-16 6.55805e-16 5.09834e-16 2.55624e-16 
4.11758e-16 4.94628e-16 4.01678e-16 2.09963e-16 
2.05838e-16 2.57366e-16 2.21872e-16 1.22486e-16 
9.84523e-18 2.3189e-17 2.27039e-17 1.46332e-17 
3.19206e-16 3.96056e-16 3.36328e-16 1.75517e-16 
1.10322e-16 2.05642e-16 1.85271e-16 1.08096e-16 
3.45645e-17 4.80175e-17 4.73066e-17 3.09141e-17 
6.8287e-17 9.26566e-17 8.95628e-17 5.57628e-17 
2.23585e-17 3.19923e-17 3.3071e-17 2.25219e-17 
6.26328e-18 7.16762e-18 1.06085e-17 7.97465e-18 
3.62256e-16 4.64383e-16 4.10794e-16 2.34812e-16 
1.86165e-16 2.98422e-16 2.78615e-16 1.67429e-16 
7.55266e-17 1.27822e-16 1.26579e-16 8.21496e-17 
1.45192e-16 2.01682e-16 1.99002e-16 1.27032e-16 
5.90376e-17 8.56703e-17 8.98547e-17 6.20023e-17 
2.00573e-17 3.05323e-17 3.43709e-17 2.61834e-17 
1.42226e-16 2.03367e-16 2.10858e-16 1.42521e-16 
7.3706e-17 9.54278e-17 1.19644e-16 8.67375e-17 
3.90876e-17 6.07187e-17 7.05603e-17 5.53178e-17 
3.24704e-17 5.1922e-17 6.32836e-17 5.30329e-17 
