1.202434992741796352e+18 -2.367775902105003520e+18 -1.107555965412411200e+17 6.902803143680922880e+17 4.552313337916185600e+17 5.436237578481608704e+18 -5.254574825184755712e+18 -7.386550386619448320e+18 1.943911848400225485e+19 8.221881969815678157e+19 6.642882246343312640e+17 -5.059514726134468608e+18 4.044872351768437248e+18 7.761463281466521600e+18 -1.562541945137131725e+19 -3.149265584604300902e+19 -2.488029866821209600e+18 6.141797785218827264e+18 1.323972235465461504e+18 1.692171998328361920e+17
-3.328163920679990784e+18 1.126488578740099686e+19 -4.910114234951318528e+18 1.092096215389212544e+18 -1.135852269632504627e+19 4.784411650309114880e+18 2.537914293814602240e+18 7.559113661116946432e+18 -1.699203489564464333e+19 -9.723544368164341350e+19 3.532267975784594944e+18 -3.372335239845878400e+17 -3.046971577085109760e+18 -7.247865530250732544e+18 1.540281421507107430e+19 3.722013742747077018e+19 2.892467213249949696e+18 -6.980488404906768384e+18 -1.555944401644470272e+18 -1.976864069753320000e+17
1.934081382122876928e+18 -9.126489377181233152e+18 1.223053771115475763e+19 -7.963827702394180608e+18 1.328049733114953318e+19 -3.490240727751715226e+19 2.459746767464681062e+19 2.995891976054664397e+19 -8.225311220893704192e+19 -2.995355192858175734e+20 -6.139292728951982080e+18 2.168557188751455846e+19 -1.468057869811330867e+19 -2.735432535428183245e+19 5.840477521798439731e+19 1.154246389244144026e+20 8.063207537996312576e+18 -2.117781637671469466e+19 -5.564898459665364992e+18 -4.984122086779102720e+17
-7.884177863483435520e+17 4.363926475610489856e+18 -8.311940082975661056e+18 1.259834851552284877e+19 -7.382076762370962432e+18 2.638567043693692109e+19 -4.076327453607727923e+19 -2.877401397447921664e+19 9.481974631960865997e+19 6.046797491429636833e+20 3.786151395115004928e+18 -1.673790512879112192e+19 2.447368152015946547e+19 2.499125520842821632e+19 -7.482891469177158042e+19 -2.327024645271725015e+20 -7.761422138010966016e+18 2.785069416713543680e+19 1.595768745394155930e+19 1.380826833809723680e+17
3.238328881688892928e+18 -1.632493465965841818e+19 1.155069924664855552e+19 -5.509539276503869440e+18 2.791631099350513664e+19 -4.181279543009434010e+19 2.125786819930302054e+19 1.980494529186735309e+19 -6.735953710786629632e+19 -1.982722531818273833e+20 -1.448989680399133901e+19 3.158283221821365453e+19 -1.487748078297971917e+19 -2.521600942458406912e+19 4.910798068435860685e+19 7.588218918766120141e+19 6.437134127664568320e+18 -1.639617373628095283e+19 -2.938179963340457984e+18 -4.692537079549601280e+17
-4.127191059152911872e+18 2.771790439973606195e+19 -4.135256706513360486e+19 2.946736640975928934e+19 -5.915799782973442458e+19 1.800139519873895301e+20 -1.341637379381489500e+20 -1.688771012725328773e+20 4.521521803201840415e+20 1.787539957931396825e+21 3.466069140527746662e+19 -1.348275389839296922e+20 9.382051218198459187e+19 1.743650566255516058e+20 -3.509029992344704123e+20 -6.853550272742470451e+20 -5.348701388098337178e+19 1.336656703211958436e+20 2.926901660727058022e+19 3.628982201424637952e+18
1.567897772500294656e+18 -1.299043364925315891e+19 2.639099944224706560e+19 -4.010364603183037645e+19 3.084977970108439347e+19 -1.199202702328036884e+20 1.910531600926951670e+20 1.287400126897169859e+20 -2.854634822349389169e+20 -3.269005794900225556e+21 -1.840250706211352371e+19 8.684039414745040486e+19 -1.347114513685437809e+20 -1.267025949318066831e+20 3.156282503422347182e+20 1.254314711227947549e+21 4.096265631553622835e+19 -1.342379923739670118e+20 -9.047185869538217165e+19 3.205333163475422720e+17
2.271709103859793920e+18 -2.029976789049182618e+19 4.712260020190553702e+19 -4.371927252798563123e+19 5.293950474998158950e+19 -2.280192948565627044e+20 2.145072808144533258e+20 4.886551699041623081e+20 -1.403368279039743623e+21 -5.477071914723931324e+21 -3.655530041464032461e+19 1.641888363113564733e+20 -1.391431786302995825e+20 -3.753525111056486892e+20 9.216443401867012342e+20 2.126512452008276918e+21 1.220396302734592410e+20 -3.415747859389971825e+20 -1.199025123743863276e+20 -5.969479748499095552e+18
-8.060523065091053568e+18 7.004756947667152896e+19 -1.548708192503659561e+20 1.822216019186417009e+20 -1.866809429113240945e+20 7.402916989531797586e+20 -7.836975950906950943e+20 -1.685037731397545492e+21 1.175149621355267857e+22 2.714110792343336727e+22 1.421239816147238912e+20 -5.610063859965158359e+20 3.451932611834884260e+20 1.203792324395571085e+21 -6.235238615717257413e+21 -1.060223453346934869e+22 -3.636163699743988777e+20 1.836537360006781075e+21 5.416432613199516140e+20 5.409667845396788019e+19
1.398566911867099750e+19 -1.019678375839859671e+20 1.769025340164174316e+20 4.021003867148401050e+19 2.610656430299782185e+20 -9.456550533434592461e+20 -6.367315942197036319e+20 1.023762832020744045e+21 -9.389567412379758625e+21 2.428923249164369537e+23 -2.074244914899903447e+20 9.770632746033119232e+20 8.406641731229328343e+20 -1.394359770645207450e+21 2.412617447273762652e+21 -9.800913455474381999e+22 3.565587519419643986e+20 3.698492134128513843e+20 1.243241022012644341e+22 -1.170753133710415233e+21
-1.094130634770275328e+18 7.334547284312220672e+18 -6.394160253821075456e+18 3.666212859206364160e+18 -1.642646456822620160e+19 3.010538186790811648e+19 -1.761572157216088883e+19 -2.051751700961832960e+19 7.897414998327096115e+19 2.336707277523415204e+20 1.099827973249803469e+19 -2.781260022370825421e+19 1.407687069473645568e+19 2.687224078165466726e+19 -5.699264006338315878e+19 -8.948723759018064282e+19 -7.558713955259910144e+18 1.970144363145649766e+19 3.190795582143813632e+18 6.128380222486228480e+17
2.117958995634348800e+18 -1.757468836011425587e+19 2.618643387865652429e+19 -1.883230706257420288e+19 4.451788673666694349e+19 -1.327405357295567995e+20 9.658227274802416845e+19 1.098889486610553897e+20 -3.260778814045700096e+20 -1.228392867329259078e+21 -3.101811997342870323e+19 1.176477199152637051e+20 -7.683245488853442560e+19 -1.407204172491660820e+20 2.733819858658467840e+20 4.670013819493337006e+20 4.435258819101186458e+19 -1.069722693479448904e+20 -1.322944455558825779e+19 -3.786979888751110144e+18
-5.630223597850314880e+17 6.552291654988869632e+18 -1.323136138322596250e+19 2.092626885868692685e+19 -1.836872246146769101e+19 7.031730569593726566e+19 -1.188343573306587382e+20 -5.126552849348250010e+19 -1.012431168959304663e+20 2.168880837959635960e+21 1.230351665336404992e+19 -5.943548907252441088e+19 1.003509454505168568e+20 7.458292885213269197e+19 -9.698088642303760794e+19 -8.272357578593982218e+20 -2.598782492678925107e+19 6.831672361651888947e+19 6.530763044795491123e+19 -1.556081316290298112e+18
-1.831105334314392064e+18 1.815091701714832998e+19 -3.853410085104785818e+19 3.378157456727213261e+19 -5.045721711268352000e+19 2.010332760676191109e+20 -1.772687865085704929e+20 -3.271146621033177416e+20 8.627166840897178173e+20 3.767099975457097908e+21 3.704027368556832358e+19 -1.676579786256269967e+20 1.330183590108519465e+20 3.079799945972115702e+20 -6.556142059786837688e+20 -1.451151112081867014e+21 -1.047041732074764206e+20 2.651519861437004513e+20 6.632752259522757427e+19 7.004312686855501824e+18
3.987562635777278976e+18 -3.878579713192203059e+19 8.785640175348853965e+19 -1.091077898710897623e+20 1.080330797599862456e+20 -4.397334864545445970e+20 5.228927174255010120e+20 8.895314288429709394e+20 -5.387980721014473490e+21 -1.785943263784540622e+22 -8.227142279217170022e+19 3.495996437184409764e+20 -3.097717594264742789e+20 -7.050988438530302935e+20 3.147794902940371124e+21 6.954083964219581006e+21 2.264524190793839411e+20 -1.024846166199541694e+21 -4.100274568340373504e+20 -2.296744302896359834e+19
-5.733326677240260608e+18 4.335537958070201549e+19 -7.773914604808393523e+19 -3.807821300803061760e+18 -1.127601244617110979e+20 4.169598163659881841e+20 1.830140634169303368e+20 -4.748434841227211571e+20 3.988746577401575113e+21 -9.643981157410228352e+22 8.932970086778644070e+19 -4.235535646337490616e+20 -2.779931701089522156e+20 6.217928869644919112e+20 -1.180802537817492947e+21 3.913628387690087344e+22 -1.662043254647787684e+20 -6.968467785695893094e+19 -5.070930739351151182e+21 4.931753412598141420e+20
4.129258094430156800e+17 -4.620477946990240768e+18 1.085743944087228621e+19 -1.000502962977198899e+19 1.352700952040299725e+19 -5.871458132208464691e+19 5.491341947774569677e+19 9.956922438594106163e+19 -2.260903262511472312e+20 -1.388110083210134159e+21 -1.021616445754982605e+19 5.051746680379312538e+19 -4.367759872523731763e+19 -9.915606874970533069e+19 1.954311429601812480e+20 5.360207890694302597e+20 3.725803635248785818e+19 -8.977145976143606579e+19 -2.644147159835652915e+19 -2.238322041462718464e+18
-9.606717412526932480e+17 1.080457350879714304e+19 -2.639257900068578509e+19 3.392422692321512653e+19 -3.163216884613050778e+19 1.377747596230861292e+20 -1.776075845006887158e+20 -2.697633852597548483e+20 1.285955683761835213e+21 6.954144787869744497e+21 2.421423744759903846e+19 -1.129706410595789210e+20 1.248621844031213240e+20 2.348004668376710840e+20 -8.699440128175683666e+20 -2.724932629117460808e+21 -8.469053941199690138e+19 3.363166314600597422e+20 1.825596531946808934e+20 4.861184863617000448e+18
1.063261512829515008e+18 -9.826267790987077632e+18 2.114083017136526131e+19 -1.619833154505255936e+19 2.742184641885896704e+19 -1.125367441664426967e+20 6.778904041561579520e+19 1.798236242831652946e+20 -1.070101053699692954e+21 8.931938581692481012e+21 -2.140866276326535168e+19 1.024897653551665316e+20 -3.225162169210045645e+19 -1.842106851281924260e+20 5.619020136672730153e+20 -3.740377262001486823e+21 6.099018119282913280e+19 -1.593492951529281946e+20 6.028642110823873905e+20 -7.730764150640705536e+19
-1.354223801250404800e+17 1.397956160271245056e+18 -3.255546448044018176e+18 3.607956190910882816e+18 -4.025282294767357952e+18 1.721132993427780608e+19 -1.774528675403136000e+19 -3.099556728757475738e+19 1.776006362934836920e+20 -3.830719422504782397e+20 3.128526692034117632e+18 -1.494348506008655872e+19 1.137703647960959590e+19 2.925238761759294669e+19 -1.083210876195442524e+20 1.833455694601002353e+20 -1.033775131773859840e+19 3.828840701585436672e+19 -5.413085151561731277e+19 1.116128128725168333e+19
